batter,bowler,matchup_balls,matchup_runs,matchup_dismissals,matchup_sr,matchup_avg
Mohammad Hafeez,A Symonds,4,7,0,,7.0
Mohammad Hafeez,AA Noffke,2,1,0,,1.0
Mohammad Hafeez,DJ Bravo,6,4,0,66.7,4.0
Mohammad Hafeez,IK Pathan,7,6,1,85.7,6.0
Mohammad Hafeez,JDP Oram,2,1,0,,1.0
Mohammad Hafeez,JH Kallis,1,4,0,,4.0
Mohammad Hafeez,Joginder Sharma,4,4,0,,4.0
Mohammad Hafeez,M Muralitharan,7,4,0,57.1,4.0
Mohammad Hafeez,M Ntini,5,5,1,,5.0
Mohammad Hafeez,MM Patel,4,0,1,,0.0
Mohammad Hafeez,MS Gony,1,1,0,,1.0
Mohammad Hafeez,P Amarnath,11,7,1,63.6,7.0
Mohammad Hafeez,PP Ojha,4,1,1,,1.0
Mohammad Hafeez,RP Singh,5,5,0,,5.0
Mohammad Hafeez,S Sreesanth,5,7,0,,7.0
Mohammad Hafeez,SM Pollock,8,3,1,37.5,3.0
Mohammad Hafeez,ST Jayasuriya,3,0,2,,0.0
Mohammad Hafeez,Sohail Tanvir,4,4,0,,4.0
Mohammad Nabi,AD Russell,4,6,1,,6.0
Mohammad Nabi,AR Patel,4,5,0,,5.0
Mohammad Nabi,AS Joseph,1,0,0,,0.0
Mohammad Nabi,AS Rajpoot,2,4,1,,4.0
Mohammad Nabi,Avesh Khan,5,17,0,,17.0
Mohammad Nabi,CH Morris,5,5,0,,5.0
Mohammad Nabi,CV Varun,4,3,0,,3.0
Mohammad Nabi,HH Pandya,9,14,1,155.6,14.0
Mohammad Nabi,HV Patel,1,0,1,,0.0
Mohammad Nabi,I Sharma,1,4,0,,4.0
Mohammad Nabi,JJ Bumrah,16,21,2,131.2,10.5
Mohammad Nabi,JP Behrendorff,1,1,0,,1.0
Mohammad Nabi,K Rabada,4,12,0,,12.0
Mohammad Nabi,KH Pandya,5,4,0,,4.0
Mohammad Nabi,KMA Paul,7,11,1,157.1,11.0
Mohammad Nabi,Kartik Tyagi,1,4,0,,4.0
Mohammad Nabi,M Markande,4,6,1,,6.0
Mohammad Nabi,M Pathirana,4,1,0,,1.0
Mohammad Nabi,M Prasidh Krishna,5,9,1,,9.0
Mohammad Nabi,MP Yadav,1,0,1,,0.0
Mohammad Nabi,Mohammed Shami,5,4,1,,4.0
Mohammad Nabi,Mohsin Khan,1,1,0,,1.0
Mohammad Nabi,Mujeeb Ur Rahman,4,16,0,,16.0
Mohammad Nabi,Mukesh Kumar,1,1,0,,1.0
Mohammad Nabi,Mustafizur Rahman,4,3,1,,3.0
Mohammad Nabi,Navdeep Saini,3,4,1,,4.0
Mohammad Nabi,PP Chawla,2,1,1,,1.0
Mohammad Nabi,R Ashwin,6,7,0,116.7,7.0
Mohammad Nabi,R Tewatia,3,13,0,,13.0
Mohammad Nabi,RD Chahar,5,3,0,,3.0
Mohammad Nabi,Rasikh Salam,3,6,1,,6.0
Mohammad Nabi,SL Malinga,7,15,0,214.3,15.0
Mohammad Nabi,SM Curran,4,7,0,,7.0
Mohammad Nabi,Sandeep Sharma,8,3,1,37.5,3.0
Mohammad Nabi,Shakib Al Hasan,2,2,0,,2.0
Mohammad Nabi,Shivam Mavi,4,5,0,,5.0
Mohammad Nabi,TA Boult,3,2,0,,2.0
Mohammad Nabi,YS Chahal,2,1,1,,1.0
Mohammed Shami,AD Russell,2,1,0,,1.0
Mohammed Shami,AR Patel,3,1,1,,1.0
Mohammed Shami,Avesh Khan,5,13,0,,13.0
Mohammed Shami,B Kumar,1,0,1,,0.0
Mohammed Shami,CR Woakes,1,0,0,,0.0
Mohammed Shami,CV Varun,3,1,0,,1.0
Mohammed Shami,DJ Bravo,6,3,0,50.0,3.0
Mohammed Shami,HV Patel,2,8,0,,8.0
Mohammed Shami,Harbhajan Singh,3,6,1,,6.0
Mohammed Shami,I Sharma,2,6,0,,6.0
Mohammed Shami,JD Unadkat,4,2,1,,2.0
Mohammed Shami,JJ Bumrah,1,1,0,,1.0
Mohammed Shami,JP Faulkner,2,4,0,,4.0
Mohammed Shami,K Rabada,1,0,1,,0.0
Mohammed Shami,KK Ahmed,2,2,0,,2.0
Mohammed Shami,KK Cooper,6,2,1,33.3,2.0
Mohammed Shami,KV Sharma,1,1,0,,1.0
Mohammed Shami,Kuldeep Yadav,3,5,0,,5.0
Mohammed Shami,M Pathirana,2,1,1,,1.0
Mohammed Shami,M Prasidh Krishna,1,1,0,,1.0
Mohammed Shami,MA Starc,2,2,0,,2.0
Mohammed Shami,P Negi,3,1,1,,1.0
Mohammed Shami,PJ Cummins,1,0,0,,0.0
Mohammed Shami,R Ashwin,2,0,1,,0.0
Mohammed Shami,RA Jadeja,1,1,0,,1.0
Mohammed Shami,Rashid Khan,1,0,1,,0.0
Mohammed Shami,S Kaul,1,1,1,,1.0
Mohammed Shami,S Sreesanth,2,0,0,,0.0
Mohammed Shami,SM Boland,3,2,0,,2.0
Mohammed Shami,SM Curran,5,5,0,,5.0
Mohammed Shami,SN Thakur,3,1,1,,1.0
Mohammed Shami,SP Narine,3,2,1,,2.0
Mohammed Shami,SW Tait,2,3,0,,3.0
Mohammed Shami,Sandeep Sharma,2,2,0,,2.0
Mohammed Shami,TA Boult,1,1,0,,1.0
Mohammed Shami,TU Deshpande,3,4,0,,4.0
Mohammed Shami,VR Aaron,3,1,1,,1.0
Mohammed Siraj,A Kamboj,2,3,0,,3.0
Mohammed Siraj,A Nortje,4,5,1,,5.0
Mohammed Siraj,AD Russell,4,1,1,,1.0
Mohammed Siraj,Arshdeep Singh,7,5,0,71.4,5.0
Mohammed Siraj,B Kumar,1,0,1,,0.0
Mohammed Siraj,B Laughlin,4,5,0,,5.0
Mohammed Siraj,CH Morris,4,1,1,,1.0
Mohammed Siraj,CJ Jordan,3,5,0,,5.0
Mohammed Siraj,CV Varun,1,2,0,,2.0
Mohammed Siraj,DJ Bravo,14,22,1,157.1,22.0
Mohammed Siraj,JC Archer,4,3,0,,3.0
Mohammed Siraj,JD Unadkat,4,6,1,,6.0
Mohammed Siraj,JO Holder,4,3,0,,3.0
Mohammed Siraj,K Rabada,4,4,0,,4.0
Mohammed Siraj,KR Sen,1,1,0,,1.0
Mohammed Siraj,L Ngidi,3,0,0,,0.0
Mohammed Siraj,M Jansen,1,0,0,,0.0
Mohammed Siraj,M Prasidh Krishna,9,9,1,100.0,9.0
Mohammed Siraj,Mohammed Shami,1,0,0,,0.0
Mohammed Siraj,Mustafizur Rahman,3,8,0,,8.0
Mohammed Siraj,Naveen-ul-Haq,4,0,2,,0.0
Mohammed Siraj,Noor Ahmad,2,0,0,,0.0
Mohammed Siraj,RA Jadeja,3,0,0,,0.0
Mohammed Siraj,RD Chahar,2,0,0,,0.0
Mohammed Siraj,Rashid Khan,2,0,0,,0.0
Mohammed Siraj,Ravi Bishnoi,4,12,0,,12.0
Mohammed Siraj,SM Curran,2,1,0,,1.0
Mohammed Siraj,SN Thakur,8,1,0,12.5,1.0
Mohammed Siraj,Sandeep Sharma,4,3,0,,3.0
Mohammed Siraj,T Natarajan,9,11,0,122.2,11.0
Mohammed Siraj,V Shankar,2,1,1,,1.0
Mohammed Siraj,Yash Thakur,1,0,0,,0.0
Mohit Rathee,B Kumar,2,1,0,,1.0
Mohsin Khan,Akash Madhwal,1,0,1,,0.0
Mohsin Khan,Arshdeep Singh,4,7,0,,7.0
Mohsin Khan,CJ Jordan,6,0,0,0.0,0.0
Mohsin Khan,M Prasidh Krishna,2,1,0,,1.0
Mohsin Khan,OC McCoy,4,7,0,,7.0
Mohsin Khan,R Sai Kishore,3,1,1,,1.0
Mohsin Khan,RD Chahar,2,6,0,,6.0
Mohsin Khan,SM Curran,1,2,0,,2.0
Mohsin Khan,YS Chahal,1,1,0,,1.0
Mujeeb Ur Rahman,Basil Thampi,1,0,0,,0.0
Mujeeb Ur Rahman,CR Woakes,1,0,1,,0.0
Mujeeb Ur Rahman,DS Kulkarni,1,0,0,,0.0
Mujeeb Ur Rahman,KK Ahmed,1,0,1,,0.0
Mujeeb Ur Rahman,Rashid Khan,4,9,0,,9.0
Mujeeb Ur Rahman,S Kaul,2,2,0,,2.0
Mujeeb Ur Rahman,Sandeep Sharma,3,0,1,,0.0
Mujeeb Ur Rahman,TA Boult,1,1,0,,1.0
Mujeeb Ur Rahman,YS Chahal,1,0,0,,0.0
Mukesh Choudhary,DR Sams,1,0,0,,0.0
Mukesh Choudhary,RD Chahar,2,2,0,,2.0
Mukesh Choudhary,Ramandeep Singh,3,4,0,,4.0
Mukesh Kumar,Arshdeep Singh,2,2,0,,2.0
Mukesh Kumar,C Green,3,1,0,,1.0
Mukesh Kumar,LH Ferguson,3,1,1,,1.0
Mukesh Kumar,MA Wood,1,0,0,,0.0
Mukesh Kumar,NT Ellis,5,4,0,,4.0
Mukesh Kumar,Sandeep Sharma,1,1,0,,1.0
Mukesh Kumar,T Natarajan,2,0,0,,0.0
Mukesh Kumar,Yash Dayal,1,1,0,,1.0
Musheer Khan,Suyash Sharma,3,0,1,,0.0
Mustafizur Rahman,Basil Thampi,3,1,1,,1.0
Mustafizur Rahman,HH Pandya,2,1,0,,1.0
Mustafizur Rahman,JJ Bumrah,1,0,1,,0.0
Mustafizur Rahman,Mohammed Shami,2,1,0,,1.0
Mustafizur Rahman,NM Coulter-Nile,1,1,0,,1.0
Mustafizur Rahman,R Tewatia,1,1,0,,1.0
Mustafizur Rahman,RP Meredith,1,1,0,,1.0
Mustafizur Rahman,SN Thakur,4,0,0,,0.0
Mustafizur Rahman,SP Narine,3,0,0,,0.0
Mustafizur Rahman,TA Boult,6,7,0,116.7,7.0
N Jagadeesan,AS Joseph,4,2,0,,2.0
N Jagadeesan,Akash Singh,1,1,0,,1.0
N Jagadeesan,Arjun Tendulkar,1,0,0,,0.0
N Jagadeesan,B Kumar,4,7,0,,7.0
N Jagadeesan,C Green,4,0,1,,0.0
N Jagadeesan,CH Morris,2,0,0,,0.0
N Jagadeesan,DJ Willey,10,14,0,140.0,14.0
N Jagadeesan,HH Pandya,6,12,0,200.0,12.0
N Jagadeesan,HV Patel,4,5,0,,5.0
N Jagadeesan,I Udana,2,2,0,,2.0
N Jagadeesan,J Little,8,6,1,75.0,6.0
N Jagadeesan,JJ Bumrah,1,0,1,,0.0
N Jagadeesan,M Jansen,3,2,0,,2.0
N Jagadeesan,M Markande,7,11,1,157.1,11.0
N Jagadeesan,Mohammed Shami,15,13,1,86.7,13.0
N Jagadeesan,Mohammed Siraj,4,1,0,,1.0
N Jagadeesan,Navdeep Saini,3,1,1,,1.0
N Jagadeesan,OC McCoy,3,0,1,,0.0
N Jagadeesan,PWH de Silva,6,2,0,33.3,2.0
N Jagadeesan,R Ashwin,1,1,0,,1.0
N Jagadeesan,R Sai Kishore,12,23,0,191.7,23.0
N Jagadeesan,Rashid Khan,5,4,0,,4.0
N Jagadeesan,S Dube,4,8,0,,8.0
N Jagadeesan,Shahbaz Ahmed,1,1,0,,1.0
N Jagadeesan,T Natarajan,4,11,0,,11.0
N Jagadeesan,TU Deshpande,2,0,1,,0.0
N Jagadeesan,Vijaykumar Vyshak,4,4,1,,4.0
N Jagadeesan,Washington Sundar,8,8,0,100.0,8.0
N Jagadeesan,YS Chahal,12,19,0,158.3,19.0
N Jagadeesan,Yash Dayal,6,4,0,66.7,4.0
N Pooran,A Kamboj,13,32,1,246.2,32.0
N Pooran,A Nortje,8,23,0,287.5,23.0
N Pooran,A Zampa,5,17,0,,17.0
N Pooran,AD Russell,23,45,1,195.7,45.0
N Pooran,AJ Tye,3,2,0,,2.0
N Pooran,AR Patel,8,28,0,350.0,28.0
N Pooran,AS Joseph,3,2,0,,2.0
N Pooran,AU Rashid,4,4,0,,4.0
N Pooran,Abdul Samad,6,28,0,466.7,28.0
N Pooran,Abhishek Sharma,9,44,0,488.9,44.0
N Pooran,Akash Madhwal,7,7,1,100.0,7.0
N Pooran,Arjun Tendulkar,2,12,0,,12.0
N Pooran,Arshad Khan,4,12,0,,12.0
N Pooran,Arshdeep Singh,30,49,2,163.3,24.5
N Pooran,Avesh Khan,17,14,2,82.4,7.0
N Pooran,B Kumar,8,13,0,162.5,13.0
N Pooran,BA Stokes,5,1,2,,0.5
N Pooran,C Sakariya,4,11,0,,11.0
N Pooran,CH Morris,6,5,1,83.3,5.0
N Pooran,CR Woakes,2,2,0,,2.0
N Pooran,CV Varun,46,76,2,165.2,38.0
N Pooran,D Pretorius,12,21,0,175.0,21.0
N Pooran,DG Nalkande,3,8,0,,8.0
N Pooran,DJ Bravo,13,26,0,200.0,26.0
N Pooran,DJ Willey,2,7,0,,7.0
N Pooran,DL Chahar,12,23,1,191.7,23.0
N Pooran,DR Sams,3,1,0,,1.0
N Pooran,E Malinga,6,7,0,116.7,7.0
N Pooran,Fazalhaq Farooqi,2,6,0,,6.0
N Pooran,GJ Maxwell,7,10,0,142.9,10.0
N Pooran,Gulbadin Naib,5,11,0,,11.0
N Pooran,HF Gurney,4,10,0,,10.0
N Pooran,HH Pandya,15,28,1,186.7,28.0
N Pooran,HV Patel,24,49,0,204.2,49.0
N Pooran,Harbhajan Singh,4,7,0,,7.0
N Pooran,Harpreet Brar,5,10,0,,10.0
N Pooran,Harshit Rana,20,36,0,180.0,36.0
N Pooran,I Sharma,2,1,0,,1.0
N Pooran,Imran Tahir,9,10,0,111.1,10.0
N Pooran,J Yadav,2,1,0,,1.0
N Pooran,JC Archer,17,26,1,152.9,26.0
N Pooran,JD Unadkat,9,11,0,122.2,11.0
N Pooran,JJ Bumrah,23,17,3,73.9,5.7
N Pooran,JL Pattinson,6,8,1,133.3,8.0
N Pooran,JO Holder,17,32,0,188.2,32.0
N Pooran,JP Behrendorff,2,1,0,,1.0
N Pooran,K Rabada,29,33,4,113.8,8.2
N Pooran,KA Jamieson,1,0,1,,0.0
N Pooran,KA Pollard,4,13,0,,13.0
N Pooran,KH Pandya,15,25,0,166.7,25.0
N Pooran,KK Ahmed,40,71,2,177.5,35.5
N Pooran,KL Nagarkoti,2,10,0,,10.0
N Pooran,KV Sharma,9,21,1,233.3,21.0
N Pooran,Kartik Tyagi,8,10,1,125.0,10.0
N Pooran,Kuldeep Yadav,32,44,1,137.5,44.0
N Pooran,L Ngidi,3,0,0,,0.0
N Pooran,LH Ferguson,11,15,0,136.4,15.0
N Pooran,LS Livingstone,11,22,0,200.0,22.0
N Pooran,M Jansen,7,5,0,71.4,5.0
N Pooran,M Markande,4,12,0,,12.0
N Pooran,M Pathirana,18,21,2,116.7,10.5
N Pooran,M Prasidh Krishna,25,11,0,44.0,11.0
N Pooran,M Theekshana,16,18,0,112.5,18.0
N Pooran,MA Starc,5,5,3,,1.7
N Pooran,MJ Santner,9,15,0,166.7,15.0
N Pooran,MM Ali,18,23,0,127.8,23.0
N Pooran,MM Sharma,9,15,0,166.7,15.0
N Pooran,MP Stoinis,12,24,0,200.0,24.0
N Pooran,MR Marsh,4,2,0,,2.0
N Pooran,Mohammad Nabi,6,11,0,183.3,11.0
N Pooran,Mohammed Shami,10,15,1,150.0,15.0
N Pooran,Mohammed Siraj,26,51,1,196.2,51.0
N Pooran,Mukesh Choudhary,6,23,0,383.3,23.0
N Pooran,Mukesh Kumar,14,22,1,157.1,22.0
N Pooran,Mustafizur Rahman,15,30,0,200.0,30.0
N Pooran,N Burger,2,2,0,,2.0
N Pooran,N Rana,2,0,1,,0.0
N Pooran,N Thushara,10,13,1,130.0,13.0
N Pooran,NT Ellis,4,1,1,,1.0
N Pooran,Naman Dhir,3,11,0,,11.0
N Pooran,Navdeep Saini,7,7,1,100.0,7.0
N Pooran,Nithish Kumar Reddy,5,14,0,,14.0
N Pooran,Noor Ahmad,8,2,2,25.0,1.0
N Pooran,PJ Cummins,24,43,1,179.2,43.0
N Pooran,PP Chawla,10,18,0,180.0,18.0
N Pooran,PWH de Silva,7,12,1,171.4,12.0
N Pooran,R Ashwin,28,30,2,107.1,15.0
N Pooran,R Parag,4,11,0,,11.0
N Pooran,R Sai Kishore,9,36,0,400.0,36.0
N Pooran,R Shepherd,5,6,1,,6.0
N Pooran,R Tewatia,3,2,0,,2.0
N Pooran,RA Jadeja,28,46,1,164.3,46.0
N Pooran,RD Chahar,26,52,0,200.0,52.0
N Pooran,RJW Topley,7,20,0,285.7,20.0
N Pooran,RP Meredith,7,15,1,214.3,15.0
N Pooran,RS Hangargekar,5,14,0,,14.0
N Pooran,Ramandeep Singh,4,4,0,,4.0
N Pooran,Rashid Khan,40,46,2,115.0,23.0
N Pooran,Ravi Bishnoi,6,6,0,100.0,6.0
N Pooran,S Dube,1,0,1,,0.0
N Pooran,S Gopal,4,4,0,,4.0
N Pooran,S Sandeep Warrier,5,6,0,,6.0
N Pooran,SH Johnson,13,17,0,130.8,17.0
N Pooran,SM Curran,5,10,0,,10.0
N Pooran,SN Thakur,20,53,4,265.0,13.2
N Pooran,SP Narine,37,37,2,100.0,18.5
N Pooran,Sandeep Sharma,25,37,3,148.0,12.3
N Pooran,Shahbaz Ahmed,3,2,0,,2.0
N Pooran,Simarjeet Singh,6,17,0,283.3,17.0
N Pooran,Suyash Sharma,5,11,0,,11.0
N Pooran,T Natarajan,30,52,0,173.3,52.0
N Pooran,T Stubbs,7,29,0,414.3,29.0
N Pooran,TA Boult,9,19,1,211.1,19.0
N Pooran,TG Southee,1,1,0,,1.0
N Pooran,TK Curran,3,9,0,,9.0
N Pooran,TU Deshpande,11,21,1,190.9,21.0
N Pooran,UT Yadav,5,7,0,,7.0
N Pooran,V Nigam,6,22,0,366.7,22.0
N Pooran,V Viyaskanth,7,13,0,185.7,13.0
N Pooran,VG Arora,16,29,0,181.2,29.0
N Pooran,VR Aaron,3,12,0,,12.0
N Pooran,WD Parnell,4,15,0,,15.0
N Pooran,WG Jacks,1,0,1,,0.0
N Pooran,Washington Sundar,24,38,0,158.3,38.0
N Pooran,YS Chahal,36,52,2,144.4,26.0
N Pooran,Yash Dayal,8,8,0,100.0,8.0
N Rana,A Choudhary,6,6,0,100.0,6.0
N Rana,A Kamboj,6,7,0,116.7,7.0
N Rana,A Mishra,12,16,0,133.3,16.0
N Rana,A Nehra,4,6,0,,6.0
N Rana,A Nortje,24,26,1,108.3,26.0
N Rana,A Zampa,9,15,1,166.7,15.0
N Rana,AF Milne,2,3,0,,3.0
N Rana,AJ Tye,14,12,1,85.7,12.0
N Rana,AK Markram,9,6,1,66.7,6.0
N Rana,AR Patel,38,52,2,136.8,26.0
N Rana,AS Joseph,10,13,1,130.0,13.0
N Rana,AS Rajpoot,7,11,1,157.1,11.0
N Rana,Akash Deep,4,10,1,,10.0
N Rana,Akash Singh,5,10,0,,10.0
N Rana,Ankit Soni,6,6,1,100.0,6.0
N Rana,Arshad Khan,1,1,0,,1.0
N Rana,Arshdeep Singh,6,13,1,216.7,13.0
N Rana,Avesh Khan,23,29,2,126.1,14.5
N Rana,B Kumar,41,50,2,122.0,25.0
N Rana,B Laughlin,9,11,0,122.2,11.0
N Rana,B Stanlake,7,1,1,14.3,1.0
N Rana,BA Stokes,20,16,0,80.0,16.0
N Rana,BCJ Cutting,8,4,0,50.0,4.0
N Rana,Basil Thampi,8,14,0,175.0,14.0
N Rana,C Sakariya,8,7,1,87.5,7.0
N Rana,CH Morris,14,28,3,200.0,9.3
N Rana,CR Brathwaite,3,5,1,,5.0
N Rana,CR Woakes,6,8,0,133.3,8.0
N Rana,CV Varun,8,2,1,25.0,2.0
N Rana,DJ Bravo,18,15,2,83.3,7.5
N Rana,DJ Hooda,8,15,0,187.5,15.0
N Rana,DJ Willey,7,7,0,100.0,7.0
N Rana,DL Chahar,40,40,2,100.0,20.0
N Rana,DR Sams,5,2,0,,2.0
N Rana,DR Smith,8,15,0,187.5,15.0
N Rana,DS Kulkarni,4,13,0,,13.0
N Rana,DT Christian,3,1,1,,1.0
N Rana,DW Steyn,6,18,0,300.0,18.0
N Rana,FA Allen,2,2,0,,2.0
N Rana,GC Viljoen,7,16,0,228.6,16.0
N Rana,GD Phillips,4,11,1,,11.0
N Rana,GJ Maxwell,10,15,1,150.0,15.0
N Rana,HH Pandya,27,41,3,151.9,13.7
N Rana,HR Shokeen,3,1,1,,1.0
N Rana,HV Patel,23,38,2,165.2,19.0
N Rana,Harbhajan Singh,5,8,0,,8.0
N Rana,Harpreet Brar,3,2,0,,2.0
N Rana,I Sharma,20,26,1,130.0,26.0
N Rana,IS Sodhi,5,5,1,,5.0
N Rana,Imran Tahir,9,8,1,88.9,8.0
N Rana,J Little,3,4,1,,4.0
N Rana,J Overton,9,22,0,244.4,22.0
N Rana,J Suchith,8,9,0,112.5,9.0
N Rana,JC Archer,13,9,2,69.2,4.5
N Rana,JD Unadkat,19,24,0,126.3,24.0
N Rana,JE Root,7,8,0,114.3,8.0
N Rana,JJ Bumrah,27,25,2,92.6,12.5
N Rana,JL Pattinson,1,0,0,,0.0
N Rana,JO Holder,10,10,1,100.0,10.0
N Rana,JR Hazlewood,6,13,0,216.7,13.0
N Rana,K Gowtham,19,31,1,163.2,31.0
N Rana,K Kartikeya,6,17,0,283.3,17.0
N Rana,K Khejroliya,8,14,0,175.0,14.0
N Rana,K Rabada,24,22,0,91.7,22.0
N Rana,KA Pollard,20,34,1,170.0,34.0
N Rana,KC Cariappa,8,13,0,162.5,13.0
N Rana,KH Pandya,21,26,1,123.8,26.0
N Rana,KK Ahmed,25,47,0,188.0,47.0
N Rana,KMA Paul,2,2,0,,2.0
N Rana,KR Sen,4,6,0,,6.0
N Rana,KV Sharma,13,26,1,200.0,26.0
N Rana,Kartik Tyagi,5,16,0,,16.0
N Rana,Kuldeep Yadav,29,52,0,179.3,52.0
N Rana,L Ngidi,9,10,1,111.1,10.0
N Rana,LE Plunkett,2,2,0,,2.0
N Rana,LH Ferguson,6,11,1,183.3,11.0
N Rana,LS Livingstone,7,17,0,242.9,17.0
N Rana,Lalit Yadav,22,49,1,222.7,49.0
N Rana,M Ashwin,13,14,1,107.7,14.0
N Rana,M Jansen,33,34,1,103.0,34.0
N Rana,M Markande,27,32,1,118.5,32.0
N Rana,M Pathirana,11,8,0,72.7,8.0
N Rana,M Prasidh Krishna,7,8,0,114.3,8.0
N Rana,M Theekshana,14,18,0,128.6,18.0
N Rana,MA Starc,2,1,1,,1.0
N Rana,MC Henriques,1,0,1,,0.0
N Rana,MG Bracewell,1,0,1,,0.0
N Rana,MJ McClenaghan,3,8,0,,8.0
N Rana,MJ Santner,17,36,0,211.8,36.0
N Rana,MM Ali,21,32,1,152.4,32.0
N Rana,MM Patel,7,8,0,114.3,8.0
N Rana,MM Sharma,21,39,1,185.7,39.0
N Rana,MP Stoinis,46,68,2,147.8,34.0
N Rana,Mandeep Singh,3,13,0,,13.0
N Rana,Mohammad Nabi,17,15,1,88.2,15.0
N Rana,Mohammed Shami,23,21,1,91.3,21.0
N Rana,Mohammed Siraj,25,35,3,140.0,11.7
N Rana,Mohsin Khan,4,5,0,,5.0
N Rana,Mujeeb Ur Rahman,3,1,1,,1.0
N Rana,Mukesh Kumar,7,6,0,85.7,6.0
N Rana,Mustafizur Rahman,18,17,1,94.4,17.0
N Rana,N Thushara,3,2,0,,2.0
N Rana,NM Coulter-Nile,1,0,1,,0.0
N Rana,NT Ellis,20,21,0,105.0,21.0
N Rana,Navdeep Saini,10,20,0,200.0,20.0
N Rana,Noor Ahmad,4,6,0,,6.0
N Rana,O Thomas,7,9,0,128.6,9.0
N Rana,P Kumar,7,10,0,142.9,10.0
N Rana,P Negi,14,18,1,128.6,18.0
N Rana,PJ Cummins,6,6,1,100.0,6.0
N Rana,PP Chawla,10,8,0,80.0,8.0
N Rana,PVD Chameera,2,0,0,,0.0
N Rana,PWH de Silva,3,2,1,,2.0
N Rana,R Ashwin,71,141,1,198.6,141.0
N Rana,R Bhatia,9,6,0,66.7,6.0
N Rana,R Dhawan,3,11,0,,11.0
N Rana,R Parag,7,16,0,228.6,16.0
N Rana,R Powell,3,9,0,,9.0
N Rana,R Shepherd,4,5,0,,5.0
N Rana,R Tewatia,16,17,1,106.2,17.0
N Rana,RA Jadeja,45,61,1,135.6,61.0
N Rana,RD Chahar,31,38,3,122.6,12.7
N Rana,RG Sharma,3,6,0,,6.0
N Rana,RP Meredith,1,1,0,,1.0
N Rana,Rashid Khan,77,95,2,123.4,47.5
N Rana,Ravi Bishnoi,11,10,1,90.9,10.0
N Rana,S Aravind,4,6,0,,6.0
N Rana,S Badree,8,2,1,25.0,2.0
N Rana,S Dube,5,10,0,,10.0
N Rana,S Gopal,13,8,1,61.5,8.0
N Rana,S Kaul,17,12,1,70.6,12.0
N Rana,S Nadeem,8,16,0,200.0,16.0
N Rana,SB Jakati,11,22,0,200.0,22.0
N Rana,SK Raina,9,11,0,122.2,11.0
N Rana,SL Malinga,6,9,1,150.0,9.0
N Rana,SM Curran,23,24,0,104.3,24.0
N Rana,SN Thakur,29,36,2,124.1,18.0
N Rana,SP Narine,4,3,0,,3.0
N Rana,SR Watson,7,3,1,42.9,3.0
N Rana,Sandeep Sharma,40,71,0,177.5,71.0
N Rana,Shakib Al Hasan,8,14,1,175.0,14.0
N Rana,Shashank Singh,4,7,0,,7.0
N Rana,Sikandar Raza,6,6,1,100.0,6.0
N Rana,Simarjeet Singh,1,1,0,,1.0
N Rana,Suyash Sharma,5,4,0,,4.0
N Rana,Swapnil Singh,8,18,0,225.0,18.0
N Rana,T Natarajan,48,77,3,160.4,25.7
N Rana,T Stubbs,2,5,0,,5.0
N Rana,TA Boult,34,55,1,161.8,55.0
N Rana,TG Southee,4,2,0,,2.0
N Rana,TK Curran,5,4,0,,4.0
N Rana,TS Mills,7,13,0,185.7,13.0
N Rana,TU Deshpande,22,29,0,131.8,29.0
N Rana,UT Yadav,9,7,0,77.8,7.0
N Rana,Umran Malik,25,44,1,176.0,44.0
N Rana,V Shankar,15,21,1,140.0,21.0
N Rana,VR Aaron,13,9,0,69.2,9.0
N Rana,Vijaykumar Vyshak,8,23,0,287.5,23.0
N Rana,Washington Sundar,26,36,2,138.5,18.0
N Rana,YS Chahal,70,81,6,115.7,13.5
N Rana,Yash Dayal,14,20,0,142.9,20.0
N Rana,Z Khan,1,1,0,,1.0
N Saini,A Ashish Reddy,3,1,1,,1.0
N Saini,AB McDonald,11,14,1,127.3,14.0
N Saini,AUK Pathan,2,1,0,,1.0
N Saini,CJ McKay,3,1,1,,1.0
N Saini,DJ Bravo,4,4,2,,2.0
N Saini,DL Vettori,10,17,0,170.0,17.0
N Saini,DT Christian,2,0,1,,0.0
N Saini,DW Steyn,5,1,0,,1.0
N Saini,J Botha,3,1,0,,1.0
N Saini,JA Morkel,1,0,0,,0.0
N Saini,KA Pollard,5,5,0,,5.0
N Saini,KMDN Kulasekara,2,2,1,,2.0
N Saini,KP Appanna,9,12,0,133.3,12.0
N Saini,MM Patel,11,14,0,127.3,14.0
N Saini,P Negi,5,6,0,,6.0
N Saini,PP Ojha,6,8,1,133.3,8.0
N Saini,R Ashwin,1,1,0,,1.0
N Saini,R Vinay Kumar,4,7,0,,7.0
N Saini,RJ Peterson,4,2,0,,2.0
N Saini,RP Singh,17,17,0,100.0,17.0
N Saini,S Dhawan,1,1,0,,1.0
N Saini,SR Watson,4,0,0,,0.0
N Saini,SW Tait,2,1,1,,1.0
N Saini,TP Sudhindra,3,2,0,,2.0
N Saini,UT Yadav,2,0,1,,0.0
N Saini,VR Aaron,8,9,0,112.5,9.0
N Saini,Z Khan,12,13,1,108.3,13.0
N Wadhera,A Nortje,4,8,1,,8.0
N Wadhera,AD Russell,7,7,0,100.0,7.0
N Wadhera,Akash Deep,1,1,0,,1.0
N Wadhera,Akash Madhwal,8,19,1,237.5,19.0
N Wadhera,Arshdeep Singh,1,0,1,,0.0
